label,height,weight
fat,132,49
thin,170,48
thin,195,60
thin,161,46
normal,166,60
thin,184,53
thin,199,66
thin,190,35
normal,161,54
normal,158,59
normal,121,35
thin,200,54
thin,199,65
thin,179,52
fat,127,61
normal,172,57
fat,137,72
thin,167,35
thin,168,39
thin,160,37
thin,189,50
fat,151,78
fat,138,58
thin,156,43
thin,190,64
thin,183,39
thin,179,50
fat,123,69
normal,144,47
fat,151,80
thin,142,37
thin,189,42
normal,139,43
fat,170,73
fat,148,70
normal,165,62
thin,176,48
normal,129,41
normal,187,65
normal,169,61
thin,175,56
thin,180,35
fat,123,57
thin,154,39
fat,147,70
thin,190,52
fat,156,75
normal,186,71
thin,183,50
thin,188,60
fat,121,55
thin,170,43
normal,164,58
thin,177,50
normal,140,39
thin,198,48
fat,124,66
fat,136,72
fat,154,79
fat,125,48
normal,174,72
thin,169,40
fat,141,57
thin,198,44
fat,125,43
thin,173,38
normal,144,46
fat,164,77
fat,129,76
normal,196,78
normal,184,65
normal,151,51
fat,156,80
thin,175,39
normal,196,76
thin,154,42
fat,143,74
thin,145,36
thin,179,45
normal,149,46
normal,154,50
normal,199,77
thin,168,40
fat,125,56
thin,158,44
thin,145,35
fat,167,80
fat,126,68
fat,135,67
fat,126,67
normal,178,79
fat,146,72
fat,143,60
thin,179,46
fat,147,61
normal,158,55
fat,135,60
thin,191,63
fat,137,73
fat,161,65
fat,132,57
fat,140,55
thin,153,35
thin,197,50
normal,149,49
fat,123,79
fat,125,64
fat,132,61
fat,121,50
fat,129,50
fat,173,77
normal,192,69
normal,172,72
normal,159,50
fat,164,73
thin,156,43
normal,147,40
normal,190,79
fat,134,61
fat,128,78
fat,133,69
normal,176,69
thin,200,50
fat,167,78
normal,142,42
normal,160,51
fat,152,68
thin,160,37
normal,159,59
normal,152,54
fat,146,70
thin,158,43
thin,163,41
thin,183,56
thin,181,59
fat,126,42
fat,121,49
thin,170,48
fat,144,76
thin,194,59
normal,167,60
thin,188,49
normal,177,69
fat,149,69
normal,188,69
fat,158,76
thin,156,38
thin,173,53
fat,145,74
normal,189,80
thin,190,52
fat,153,66
normal,174,70
normal,160,50
thin,166,43
normal,145,40
normal,142,44
fat,124,49
fat,144,64
fat,176,80
fat,170,73
fat,136,49
fat,133,65
thin,161,47
fat,156,71
fat,160,74
normal,177,63
fat,124,48
fat,150,72
fat,120,73
fat,136,51
fat,122,42
fat,122,57
thin,178,53
fat,133,56
thin,194,50
thin,189,64
fat,150,64
thin,158,44
normal,161,59
fat,148,56
normal,144,42
fat,137,72
fat,123,55
normal,184,75
thin,192,63
thin,199,63
normal,178,74
normal,190,76
normal,129,37
fat,147,60
normal,166,66
thin,190,35
fat,129,73
fat,121,37
thin,177,36
normal,139,47
fat,163,80
thin,189,56
normal,161,48
fat,123,61
normal,170,72
normal,178,67
normal,183,68
fat,153,63
thin,194,50
thin,197,39
normal,142,46
fat,135,54
thin,164,40
thin,199,56
fat,150,63
normal,190,67
normal,147,49
fat,129,74
fat,140,76
thin,181,55
fat,148,73
fat,126,63
normal,157,51
fat,137,79
normal,180,63
fat,156,71
thin,151,41
thin,188,39
fat,121,63
thin,164,45
fat,142,60
thin,163,46
thin,193,59
thin,179,57
fat,126,60
fat,143,79
fat,148,73
thin,163,36
normal,182,73
normal,150,56
fat,145,55
fat,159,72
fat,128,67
thin,176,48
thin,199,70
normal,145,50
normal,141,47
fat,128,55
normal,193,77
fat,124,63
thin,173,42
thin,198,46
normal,140,38
thin,155,39
thin,176,41
thin,185,60
fat,148,64
thin,175,37
thin,172,35
normal,154,55
normal,189,73
normal,157,48
fat,149,72
fat,146,75
thin,194,56
fat,131,62
thin,186,35
thin,192,57
fat,148,61
fat,150,69
normal,150,52
normal,143,39
fat,128,58
thin,158,41
normal,186,74
thin,183,51
fat,121,39
thin,163,39
normal,160,63
thin,190,41
normal,142,41
normal,147,45
fat,140,61
thin,196,71
fat,156,74
normal,145,48
normal,162,53
thin,161,36
normal,169,71
fat,163,79
fat,121,79
fat,129,61
fat,127,72
fat,134,45
fat,153,79
fat,152,70
fat,120,60
thin,189,48
thin,182,47
thin,178,57
normal,193,74
normal,166,59
fat,139,66
thin,161,43
normal,163,64
normal,173,72
normal,164,55
normal,168,55
thin,176,53
normal,147,42
normal,199,77
normal,190,67
fat,141,70
fat,173,75
normal,148,50
fat,138,60
fat,124,51
normal,197,76
normal,185,73
fat,177,79
normal,173,56
fat,132,70
normal,199,74
thin,194,55
normal,155,60
fat,165,73
fat,137,47
fat,123,41
normal,151,56
fat,135,56
thin,195,38
normal,197,77
thin,193,47
fat,144,60
normal,158,56
normal,143,47
normal,165,66
thin,146,35
fat,166,70
fat,129,51
thin,200,55
fat,140,58
thin,177,38
fat,156,73
fat,134,47
fat,126,46
normal,179,75
fat,138,76
fat,137,49
thin,184,52
fat,147,69
normal,155,53
fat,142,53
fat,148,55
fat,123,43
normal,178,69
fat,154,60
fat,132,66
normal,185,65
fat,137,70
thin,192,52
thin,181,48
normal,185,80
normal,192,71
fat,176,79
fat,159,64
thin,162,39
normal,189,68
normal,153,57
fat,135,78
fat,137,51
normal,154,54
thin,175,40
fat,158,63
fat,164,72
thin,195,43
thin,155,40
fat,122,38
fat,138,67
fat,144,63
thin,168,48
normal,198,78
fat,154,78
fat,150,60
fat,139,65
fat,146,61
thin,194,47
thin,195,41
fat,132,47
fat,130,55
normal,191,79
fat,148,70
normal,172,63
thin,148,37
fat,156,75
fat,145,55
thin,198,70
thin,184,42
fat,156,69
normal,135,44
fat,136,72
thin,170,50
fat,129,43
thin,199,52
thin,168,44
normal,171,70
thin,163,40
normal,154,58
fat,127,43
normal,180,79
thin,167,35
normal,131,37
fat,158,79
thin,180,37
normal,153,46
fat,157,80
normal,169,71
thin,200,39
thin,189,45
thin,180,46
normal,185,75
fat,144,53
fat,164,76
fat,130,43
thin,182,42
fat,134,59
thin,197,61
normal,167,54
thin,192,62
thin,187,43
thin,175,45
normal,167,54
fat,130,64
fat,165,79
normal,140,44
normal,200,74
normal,138,41
fat,128,70
thin,192,54
thin,198,66
normal,165,57
thin,195,70
fat,154,80
thin,187,47
fat,120,51
thin,194,37
thin,196,67
thin,194,43
fat,146,56
thin,182,40
thin,169,45
fat,127,68
thin,188,36
fat,125,69
thin,183,37
fat,123,77
normal,143,40
thin,199,65
fat,124,55
fat,151,78
normal,172,73
fat,145,67
normal,191,75
fat,164,69
normal,184,76
thin,192,48
fat,161,66
normal,146,46
fat,125,49
fat,141,70
normal,195,78
thin,180,38
thin,184,61
fat,127,63
normal,179,79
thin,180,43
thin,163,36
thin,196,42
fat,150,75
fat,167,76
normal,145,44
normal,142,50
thin,196,59
normal,164,67
normal,171,64
thin,190,66
normal,168,54
fat,120,68
fat,149,68
thin,192,61
normal,166,64
normal,137,35
thin,184,58
normal,183,65
fat,130,53
fat,123,68
fat,129,59
fat,135,61
fat,130,60
normal,150,47
normal,185,69
fat,145,66
fat,133,54
thin,198,37
normal,142,38
fat,167,72
fat,135,55
normal,176,64
normal,181,76
thin,180,48
fat,149,58
normal,180,60
fat,141,67
thin,187,48
fat,131,76
thin,191,47
fat,143,77
thin,167,37
thin,184,38
thin,191,42
normal,173,72
normal,139,48
normal,188,74
fat,138,54
thin,182,53
thin,188,65
fat,173,80
thin,192,41
normal,156,49
normal,158,49
normal,143,38
fat,137,53
normal,187,79
normal,196,73
normal,155,53
fat,138,80
thin,197,37
fat,145,78
thin,168,38
normal,133,43
normal,168,69
thin,169,51
thin,197,54
fat,133,46
thin,144,38
thin,155,39
thin,168,49
thin,181,39
normal,166,60
normal,179,75
fat,172,80
normal,169,67
thin,198,64
thin,180,36
thin,180,43
fat,160,68
fat,144,75
normal,172,71
thin,198,40
fat,140,64
thin,161,42
normal,139,45
thin,189,59
normal,183,69
thin,163,37
thin,168,36
fat,138,78
thin,180,39
fat,165,80
normal,161,53
normal,158,47
fat,144,52
normal,141,37
normal,159,55
thin,160,43
normal,145,42
normal,161,56
thin,173,36
fat,157,80
fat,131,65
fat,143,73
thin,196,41
normal,173,64
normal,125,37
normal,189,69
thin,171,48
fat,134,59
normal,185,79
fat,124,40
normal,187,71
fat,158,71
normal,171,65
thin,173,42
normal,185,68
fat,147,61
normal,176,73
normal,147,54
fat,121,50
fat,134,49
fat,161,79
fat,125,42
normal,188,76
fat,153,62
thin,176,50
thin,182,40
fat,167,79
normal,191,69
fat,156,69
normal,148,44
fat,146,55
normal,198,76
thin,197,52
thin,164,49
fat,153,69
thin,154,42
thin,186,60
fat,136,64
thin,168,52
thin,173,46
fat,127,63
normal,167,58
thin,192,62
thin,178,38
normal,191,79
thin,192,47
thin,153,35
thin,161,44
normal,188,74
fat,130,69
thin,180,42
thin,191,45
normal,164,61
thin,165,48
fat,124,51
thin,156,40
thin,169,47
fat,142,65
fat,126,62
fat,150,76
normal,143,47
thin,161,47
normal,151,54
normal,152,45
normal,146,51
normal,152,44
fat,167,74
fat,146,58
thin,153,36
normal,126,39
thin,191,58
fat,134,66
fat,130,72
normal,175,69
thin,181,38
fat,135,48
fat,132,61
normal,157,58
fat,139,70
normal,163,60
thin,184,57
fat,124,46
thin,177,56
thin,190,40
normal,134,42
thin,153,38
fat,137,57
thin,173,43
normal,168,62
normal,135,45
fat,124,44
fat,165,79
thin,196,41
fat,152,61
thin,184,37
thin,149,38
thin,198,40
normal,144,44
fat,151,79
normal,171,71
normal,155,53
normal,199,76
normal,169,70
normal,168,66
normal,146,44
thin,198,52
normal,164,61
normal,150,47
fat,132,70
normal,196,79
fat,131,58
normal,184,64
thin,170,52
normal,175,62
thin,194,63
fat,134,55
normal,171,69
normal,133,42
fat,123,78
normal,186,75
normal,180,73
thin,194,50
normal,185,74
fat,159,70
thin,146,37
thin,156,43
fat,123,41
thin,193,43
fat,157,72
fat,154,68
thin,191,41
fat,124,72
thin,197,38
fat,121,72
fat,140,64
thin,180,55
fat,141,53
thin,171,45
fat,153,60
fat,120,58
fat,127,46
thin,164,35
thin,182,38
fat,148,79
thin,187,42
fat,122,71
normal,153,44
thin,179,35
fat,158,77
fat,120,74
thin,196,62
thin,198,61
fat,125,58
normal,160,60
fat,134,67
fat,126,74
fat,155,65
fat,130,78
fat,170,77
normal,157,61
fat,138,78
fat,123,80
normal,171,60
thin,188,46
fat,173,77
normal,137,35
normal,130,42
fat,154,67
fat,133,57
thin,185,53
fat,147,68
normal,157,58
fat,165,76
normal,173,64
normal,187,71
normal,176,75
thin,150,41
normal,163,60
normal,153,45
normal,127,36
normal,148,54
normal,164,53
thin,175,50
normal,137,40
normal,176,73
thin,200,66
normal,182,80
fat,120,49
thin,149,35
fat,160,79
normal,141,38
normal,154,54
thin,195,40
fat,154,80
fat,151,71
thin,197,36
thin,180,56
thin,200,49
normal,139,48
normal,137,42
normal,195,75
fat,125,57
normal,158,60
fat,152,73
fat,155,78
fat,169,76
thin,199,46
thin,197,37
normal,166,53
thin,169,51
fat,136,52
thin,180,38
normal,148,51
fat,162,67
thin,185,37
fat,146,63
thin,198,71
fat,121,67
fat,162,80
normal,157,59
fat,142,79
fat,152,70
fat,134,64
fat,120,71
fat,158,78
normal,166,51
normal,175,57
fat,175,79
fat,122,60
thin,159,35
thin,186,64
fat,156,73
normal,147,40
fat,126,45
fat,150,66
fat,134,73
thin,165,48
normal,187,71
normal,172,66
fat,166,79
thin,200,66
thin,185,38
normal,148,44
normal,198,76
normal,153,45
fat,138,56
normal,159,58
thin,142,35
normal,192,74
normal,158,58
thin,197,68
thin,200,55
thin,188,60
fat,158,64
normal,140,41
thin,184,43
fat,142,70
normal,200,75
fat,169,77
thin,150,40
thin,162,47
thin,184,59
thin,190,59
thin,154,38
fat,167,78
thin,199,58
thin,161,37
thin,196,41
normal,184,63
fat,142,78
thin,159,38
thin,161,37
thin,198,71
thin,177,46
thin,180,47
fat,164,78
fat,130,59
thin,196,70
thin,199,61
thin,169,52
fat,126,54
fat,159,75
thin,183,59
fat,130,75
normal,177,69
thin,151,41
fat,120,79
fat,161,70
fat,132,45
fat,161,67
fat,125,43
normal,172,67
fat,127,51
thin,172,40
fat,129,42
normal,195,80
fat,133,58
normal,159,51
fat,141,75
fat,132,79
normal,182,67
fat,123,42
normal,164,63
fat,140,70
fat,122,42
normal,194,72
normal,181,75
fat,129,63
fat,142,59
normal,143,51
thin,173,52
thin,195,51
thin,188,60
normal,191,74
fat,136,78
fat,122,44
normal,171,63
fat,128,53
fat,139,49
thin,165,42
normal,172,56
normal,180,79
thin,198,38
normal,176,59
fat,137,60
fat,128,73
fat,128,45
normal,165,65
thin,187,55
normal,137,41
thin,192,62
thin,195,53
normal,170,67
thin,157,40
thin,154,41
normal,168,59
normal,144,39
fat,141,59
normal,151,57
normal,181,73
normal,128,38
fat,130,58
fat,130,75
fat,129,54
fat,156,74
fat,163,72
fat,124,49
fat,133,80
fat,160,74
normal,163,58
fat,150,66
fat,128,51
normal,172,66
normal,147,50
normal,153,45
thin,175,35
thin,197,45
fat,157,69
fat,146,69
normal,168,68
normal,167,56
fat,124,55
fat,121,65
normal,161,56
thin,184,38
fat,126,56
normal,140,38
thin,148,37
normal,172,61
thin,182,47
fat,142,71
fat,132,45
thin,186,64
fat,165,76
fat,163,71
fat,140,78
normal,176,71
thin,193,45
fat,126,79
thin,187,64
fat,165,79
normal,180,66
normal,176,68
thin,184,48
thin,164,46
thin,183,41
thin,158,43
fat,123,46
normal,164,56
normal,172,63
thin,184,48
fat,135,75
fat,146,71
fat,141,71
fat,146,69
fat,139,64
thin,200,66
normal,189,71
fat,150,71
thin,174,37
thin,199,67
normal,184,70
fat,139,74
fat,153,72
thin,187,64
thin,176,41
thin,199,60
thin,193,59
thin,192,48
fat,141,59
thin,171,47
fat,166,77
normal,150,45
fat,145,73
thin,184,46
normal,176,64
fat,128,72
normal,150,48
fat,151,75
normal,166,62
fat,120,59
fat,171,80
thin,197,45
thin,199,60
thin,161,46
fat,121,77
normal,174,61
fat,172,78
fat,158,78
thin,176,48
fat,137,58
normal,139,44
fat,149,70
fat,141,75
normal,184,74
thin,197,57
normal,182,74
thin,170,37
thin,197,52
fat,133,75
fat,154,79
normal,136,40
normal,170,54
fat,169,78
normal,157,52
fat,148,78
normal,188,78
fat,121,41
thin,184,56
normal,181,73
thin,184,44
fat,166,77
fat,142,54
fat,131,78
thin,186,52
thin,188,65
thin,186,35
thin,176,51
thin,161,47
thin,187,44
fat,130,52
fat,148,74
thin,190,39
normal,128,36
thin,159,36
fat,121,64
thin,162,36
thin,172,50
fat,126,47
fat,121,79
fat,121,59
normal,172,72
thin,173,40
fat,122,68
thin,163,39
normal,155,52
fat,168,72
thin,170,41
normal,163,65
normal,185,73
fat,132,72
normal,125,38
normal,139,39
fat,138,49
normal,188,78
fat,130,80
normal,180,77
normal,163,55
thin,199,64
thin,195,51
thin,195,38
thin,186,35
normal,198,75
fat,141,64
fat,150,71
normal,140,47
fat,142,63
thin,173,44
normal,187,74
thin,182,60
thin,178,56
thin,162,46
fat,130,49
fat,132,76
normal,178,74
thin,199,68
fat,126,77
fat,137,62
fat,121,74
normal,153,58
normal,166,60
fat,121,76
normal,147,45
thin,182,61
thin,180,45
fat,141,74
thin,173,39
fat,145,55
normal,160,52
thin,198,40
fat,138,76
fat,134,74
fat,137,50
thin,165,48
fat,152,70
fat,153,66
thin,158,40
fat,145,54
fat,145,53
normal,169,67
thin,192,45
thin,162,39
fat,137,51
normal,141,46
thin,182,35
thin,149,40
normal,137,35
thin,167,48
normal,142,42
thin,198,67
thin,198,48
normal,197,77
fat,154,69
fat,143,70
fat,156,79
normal,145,41
thin,199,37
normal,187,75
normal,172,72
fat,131,76
fat,141,64
normal,143,51
thin,168,51
fat,167,75
normal,149,53
fat,144,78
fat,123,46
thin,200,51
fat,127,41
thin,192,47
normal,199,80
fat,125,75
normal,197,80
thin,195,49
fat,158,76
normal,166,64
thin,179,47
normal,175,72
normal,151,46
thin,199,65
thin,177,40
fat,151,58
fat,132,55
normal,196,75
thin,152,40
fat,148,55
normal,179,70
fat,140,53
normal,175,64
fat,164,79
normal,193,79
fat,130,60
normal,132,42
normal,152,46
normal,179,78
fat,141,59
normal,138,37
normal,182,62
thin,182,51
thin,186,43
fat,146,67
fat,121,77
normal,156,56
normal,157,56
normal,187,76
normal,161,53
thin,198,43
thin,197,47
normal,161,53
fat,122,48
thin,165,41
fat,149,60
thin,172,39
fat,146,69
fat,144,73
normal,147,46
fat,126,72
fat,131,49
normal,158,62
normal,152,50
normal,159,49
thin,171,43
normal,147,46
thin,183,35
fat,127,52
thin,166,40
thin,165,37
fat,130,73
thin,176,41
fat,130,58
thin,168,45
fat,131,57
fat,142,61
thin,180,49
normal,149,51
fat,120,70
thin,164,36
fat,124,68
thin,190,38
thin,169,46
normal,164,63
thin,191,50
fat,144,52
thin,156,42
fat,153,74
normal,143,43
thin,190,59
fat,138,78
normal,189,78
thin,190,42
thin,193,56
thin,193,63
thin,191,59
normal,145,52
normal,168,61
thin,154,39
normal,149,52
thin,195,43
thin,187,63
fat,146,72
thin,187,62
fat,141,52
normal,173,57
thin,174,56
thin,182,57
thin,194,50
thin,197,48
normal,190,80
thin,192,68
thin,177,53
thin,185,42
normal,195,78
fat,161,68
fat,128,47
thin,142,37
fat,156,79
normal,141,49
fat,123,40
normal,150,55
thin,184,57
normal,131,38
fat,150,61
fat,159,71
fat,162,71
fat,143,73
normal,141,41
fat,135,60
normal,136,46
thin,167,47
fat,125,80
fat,126,63
thin,189,48
normal,155,46
fat,133,62
fat,155,61
fat,139,65
thin,200,52
fat,142,68
normal,173,69
thin,160,36
fat,148,70
fat,141,56
thin,193,47
fat,133,58
normal,189,76
thin,199,67
fat,133,69
fat,166,79
normal,174,59
fat,149,68
fat,160,75
thin,197,40
fat,171,77
thin,187,60
fat,156,77
fat,173,80
thin,186,55
normal,184,74
normal,176,72
normal,153,51
normal,147,47
fat,129,59
normal,156,54
thin,151,40
fat,166,77
thin,196,64
thin,185,40
fat,131,78
normal,164,50
thin,183,51
normal,147,41
normal,137,42
fat,128,73
normal,149,47
fat,139,53
fat,139,68
fat,124,75
fat,165,80
normal,159,57
fat,122,65
normal,155,53
thin,199,59
thin,186,39
thin,196,62
fat,155,67
normal,185,77
fat,133,52
thin,194,41
fat,127,76
thin,158,40
normal,188,76
thin,172,47
thin,197,45
normal,184,74
fat,129,59
thin,154,36
fat,129,53
normal,192,79
thin,197,46
thin,172,42
normal,166,54
fat,166,75
thin,170,45
fat,147,65
thin,193,42
thin,181,58
thin,151,36
thin,157,36
fat,168,76
thin,146,37
thin,175,38
fat,132,76
fat,166,70
fat,154,61
fat,156,75
thin,177,43
fat,140,52
normal,177,74
normal,189,74
thin,183,35
fat,151,69
normal,167,53
fat,132,48
fat,151,59
fat,147,78
fat,124,52
thin,156,42
normal,178,77
normal,163,63
normal,158,54
normal,180,68
fat,123,58
thin,154,43
normal,184,80
fat,146,65
normal,154,44
normal,167,63
fat,145,61
thin,195,65
fat,126,74
thin,184,52
fat,126,62
thin,169,36
fat,164,74
thin,165,43
fat,161,71
normal,129,38
normal,148,44
fat,159,75
fat,134,61
thin,179,50
normal,140,45
normal,142,49
fat,158,64
fat,125,59
fat,128,63
normal,195,80
thin,190,61
normal,163,53
normal,175,76
fat,154,62
fat,147,72
thin,184,54
fat,125,72
fat,152,65
fat,173,76
fat,139,58
fat,125,70
thin,187,48
fat,152,58
normal,145,50
thin,160,35
thin,167,46
normal,122,35
fat,128,53
fat,148,61
thin,200,53
thin,146,38
fat,159,76
fat,121,52
thin,161,42
thin,186,57
normal,128,40
thin,196,59
normal,182,64
thin,200,71
normal,171,57
normal,168,62
normal,132,42
thin,164,40
normal,122,36
fat,121,44
fat,131,48
fat,126,68
normal,167,61
thin,149,35
fat,130,65
normal,155,55
fat,141,52
fat,146,80
thin,188,54
fat,122,55
fat,141,63
fat,126,46
normal,167,68
fat,120,64
fat,155,65
normal,168,68
normal,155,49
normal,184,71
normal,173,71
fat,125,49
fat,121,59
thin,192,51
fat,121,64
fat,127,51
fat,123,45
thin,195,65
thin,179,35
thin,178,36
thin,184,38
thin,176,56
thin,187,48
fat,133,46
thin,182,40
fat,133,60
fat,146,69
fat,136,65
normal,173,62
fat,122,65
normal,182,80
normal,183,70
thin,196,63
thin,199,55
fat,139,62
normal,164,57
thin,175,52
thin,187,49
fat,148,55
normal,185,68
thin,198,62
normal,198,80
thin,190,40
fat,124,63
fat,141,69
normal,160,56
fat,161,76
fat,147,72
thin,196,36
thin,200,44
normal,183,65
fat,157,76
thin,193,61
normal,169,67
fat,139,54
fat,160,65
thin,188,35
thin,196,48
normal,167,68
thin,162,40
thin,200,63
fat,126,53
fat,138,51
thin,172,43
thin,149,36
thin,169,48
normal,171,62
fat,133,55
fat,141,68
normal,163,52
fat,129,60
thin,174,54
fat,133,50
normal,165,53
thin,162,41
normal,184,75
thin,180,47
normal,181,72
thin,187,37
fat,151,66
fat,146,71
normal,173,70
normal,191,72
thin,193,38
fat,134,71
normal,155,50
thin,199,47
thin,190,65
normal,191,70
normal,132,35
thin,192,47
fat,153,72
fat,126,57
fat,131,73
fat,156,78
fat,154,79
normal,194,78
fat,160,80
normal,175,74
thin,174,53
fat,134,77
fat,125,58
fat,151,75
fat,152,72
fat,142,71
fat,165,70
normal,187,75
fat,153,70
thin,192,54
normal,178,62
thin,171,48
fat,152,62
thin,156,45
normal,146,44
fat,149,59
thin,171,52
fat,147,80
thin,199,49
normal,146,42
normal,149,44
fat,140,66
normal,148,48
fat,132,52
fat,131,62
fat,157,64
normal,175,59
fat,131,63
thin,159,36
normal,190,72
normal,147,41
normal,125,36
normal,152,44
normal,184,76
fat,120,59
thin,172,38
fat,125,63
thin,199,69
thin,197,70
normal,173,68
thin,200,58
thin,186,35
normal,184,75
fat,172,75
normal,177,71
fat,171,79
thin,199,53
thin,188,49
normal,172,73
fat,136,75
thin,164,44
fat,123,39
thin,183,40
thin,165,35
fat,125,64
fat,131,66
fat,125,76
fat,124,65
thin,196,54
fat,161,66
thin,191,47
normal,148,42
thin,178,58
thin,180,46
normal,173,56
thin,199,47
fat,123,79
fat,172,75
thin,199,38
fat,136,48
thin,192,63
thin,169,43
normal,148,41
thin,161,42
normal,153,44
normal,172,56
normal,157,54
fat,130,69
fat,142,76
fat,137,61
thin,197,43
fat,150,75
thin,139,35
thin,196,57
fat,143,67
thin,178,45
normal,172,67
thin,197,66
fat,129,73
fat,146,61
fat,150,76
thin,178,42
fat,125,80
normal,160,60
thin,185,35
normal,165,63
thin,169,37
normal,150,45
normal,150,45
normal,159,54
fat,147,65
normal,197,73
thin,187,40
fat,141,62
normal,168,57
fat,125,40
thin,191,53
normal,169,62
thin,196,61
fat,163,76
thin,188,43
normal,139,43
normal,146,53
normal,162,53
normal,140,41
fat,166,72
fat,156,70
fat,146,56
normal,176,61
normal,183,72
fat,133,47
fat,147,62
fat,143,68
fat,176,80
thin,180,57
normal,139,45
thin,187,54
thin,166,37
normal,196,75
fat,130,71
normal,157,60
fat,150,69
fat,147,77
fat,131,61
thin,186,60
thin,187,51
thin,177,49
fat,126,60
fat,130,53
fat,135,57
fat,174,78
thin,193,66
thin,153,37
thin,139,35
fat,130,43
normal,168,57
normal,197,80
normal,168,57
normal,193,75
fat,140,73
thin,199,63
normal,170,61
normal,181,70
fat,140,65
normal,181,78
fat,142,73
thin,188,44
normal,166,62
fat,152,76
fat,141,55
thin,183,43
fat,152,75
fat,161,77
fat,128,71
fat,157,79
fat,167,70
thin,181,41
thin,177,55
normal,186,77
fat,171,78
fat,132,77
fat,141,64
thin,163,39
fat,128,73
fat,125,52
fat,122,71
normal,178,62
normal,145,42
normal,195,72
thin,162,44
fat,162,78
fat,126,73
fat,121,47
fat,165,74
thin,194,37
thin,195,65
thin,190,57
thin,198,39
fat,136,78
normal,170,58
normal,168,64
normal,149,55
normal,163,59
normal,159,48
thin,194,35
thin,182,54
fat,129,68
fat,132,64
fat,160,68
thin,175,50
thin,190,37
normal,190,79
normal,187,79
thin,186,43
fat,156,75
fat,148,75
normal,198,79
thin,173,49
fat,168,75
normal,158,62
fat,139,63
normal,181,77
thin,197,64
thin,150,37
thin,167,46
normal,187,78
thin,191,53
fat,157,68
fat,129,54
thin,186,56
thin,200,60
fat,152,58
normal,193,74
normal,153,52
normal,169,64
thin,162,35
fat,128,67
normal,185,65
fat,122,49
thin,169,43
fat,160,73
normal,158,62
thin,190,39
normal,134,37
fat,124,72
fat,130,45
thin,157,36
thin,154,35
thin,197,51
normal,177,64
fat,127,61
fat,123,73
thin,190,48
fat,138,69
thin,170,38
normal,143,48
normal,131,39
thin,155,42
normal,179,80
fat,134,77
normal,167,59
fat,157,75
normal,175,62
fat,124,59
thin,191,67
thin,173,43
normal,155,49
normal,143,48
fat,162,70
normal,163,50
fat,158,80
fat,130,45
fat,169,75
thin,196,60
normal,189,67
thin,156,38
thin,176,41
normal,178,64
fat,130,57
fat,124,44
thin,154,43
thin,179,40
fat,123,50
normal,179,60
normal,159,59
fat,120,72
fat,127,41
fat,144,79
normal,137,35
fat,162,73
thin,168,52
normal,145,42
fat,144,75
fat,133,80
normal,199,79
normal,174,63
fat,137,70
thin,197,52
fat,134,56
fat,121,69
normal,146,51
fat,161,78
fat,157,69
fat,151,66
normal,168,69
fat,153,71
fat,134,64
fat,161,72
thin,196,71
fat,140,53
fat,121,54
fat,133,77
normal,143,51
fat,156,62
fat,131,60
thin,183,55
normal,163,52
fat,123,67
thin,195,49
normal,182,71
thin,180,49
normal,131,35
fat,122,40
fat,146,57
thin,185,40
thin,173,47
thin,155,39
fat,176,79
thin,191,37
normal,133,35
fat,127,61
thin,198,42
normal,165,63
fat,142,75
thin,167,41
fat,135,70
thin,162,43
thin,156,39
thin,158,39
fat,121,66
thin,183,40
thin,186,62
fat,134,64
thin,174,41
thin,198,56
fat,142,77
thin,165,38
fat,121,72
fat,143,78
thin,183,50
thin,167,41
thin,196,61
fat,133,77
normal,182,69
fat,170,79
thin,149,41
normal,184,73
normal,139,42
fat,127,52
normal,151,54
thin,174,35
thin,188,54
fat,170,78
normal,162,56
thin,196,40
fat,146,72
thin,200,58
fat,131,57
normal,165,59
fat,138,66
normal,158,60
normal,191,68
fat,126,48
fat,123,66
thin,181,40
fat,129,70
fat,133,71
fat,140,80
thin,181,44
normal,197,73
fat,164,72
thin,199,60
fat,155,66
normal,196,74
thin,173,45
fat,146,80
fat,126,44
normal,165,59
fat,120,63
fat,131,74
fat,144,56
thin,187,51
fat,149,65
normal,168,57
thin,150,40
thin,184,38
thin,192,67
normal,157,49
thin,145,37
fat,150,61
fat,137,52
thin,191,65
normal,188,78
thin,162,35
fat,150,78
normal,161,53
thin,169,39
normal,159,56
thin,184,46
normal,177,65
thin,193,36
normal,168,58
normal,145,46
fat,147,75
normal,175,68
thin,181,36
fat,126,48
normal,162,62
thin,193,40
normal,191,69
fat,167,75
normal,178,79
normal,192,69
thin,198,69
fat,155,71
fat,133,67
thin,194,52
fat,142,62
fat,148,69
fat,120,66
fat,138,49
thin,150,37
fat,140,80
thin,186,46
fat,152,75
thin,188,61
normal,152,55
thin,177,56
thin,178,47
thin,162,35
thin,163,48
fat,135,48
normal,143,50
thin,152,41
fat,155,72
normal,184,78
fat,146,55
normal,188,74
normal,174,72
fat,157,80
normal,181,79
normal,165,65
thin,157,41
fat,155,63
fat,130,75
normal,189,68
fat,131,61
thin,180,36
normal,153,56
normal,163,64
fat,135,53
fat,123,55
normal,156,46
fat,151,74
thin,183,48
thin,178,46
fat,134,64
thin,164,39
thin,200,61
thin,196,55
fat,137,53
fat,142,56
thin,190,39
thin,188,49
fat,176,79
fat,138,50
normal,136,46
normal,163,53
fat,134,74
normal,149,45
thin,160,46
fat,129,60
fat,125,75
normal,183,74
